Comment,Label
 aww dont cry ashley,Positive
I didn`t bring my pokemon with me I forgot them at home,Neutral
has to go to sleep but is not sleepy at all!!,Neutral
 Love it! I wish my other half could even name web design ladies,Positive
 And I still recall how helpful you were way back when as I struggled on an AR contest question...,Positive
Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,Positive
 hush...stop teasing,Negative
im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,Negative
 Gotcha ! Let`s meet up @ The Twitt Cafe,Neutral
"is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!",Negative
"That didn`t take long.. A fragment of bone did not heal to the major bone, it is now being reabsorbed by my body, may need fix in future",Neutral
  Happy Belated birthday hun!! My net broke  This is the first chance i`ve had to get online! Luff Yooooooo xxxxxxxx,Positive
I ... think ... I read `strawberries`  its hard to have a fav char in your comics: I like bad rabbit and the `stud` chic - sent to kid,Neutral
Your the supporter  its totally up to you,Neutral
_marie Justin Timberlake is sooo funny!!,Positive
"Get yer freak on-it`s Monday! Have a Great one, if it`s possible to have a great Monday!",Positive
"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth.",Neutral
   I love you,Positive
 a steak burrito bowl right! I wish I wasn`t too lazy to go downtown,Negative
" hahaha chivalry`s not dead, just rare",Positive
awww holly  shes so cute! i hope they let her sing again!,Positive
 omg that was my twin sister`s fav song,Positive
moving offices  I`m going to miss you Hollywood.,Negative
my girl friend also dropped me,Neutral
Off to a wedding!,Neutral
" Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",Negative
 shame Freud can`t follow up on those implications,Negative
 yes! the pool opened this weekend,Neutral
is all alone for the evening!,Neutral
might still be eating and drinking then,Neutral
farewelling an employee tonight...,Neutral
everyones just set to 'Away' on msn.. nobody to talk to :\,Negative
 i skyped u  las nite,Neutral
I like Rio Ferdinand - when he`s wearing an England jersey.,Positive
Truly sad... My cheap little camcorder just shot craps.....,Negative
sweet nk dreams love you all,Positive
is obsessing over chris pine  heehee...,Neutral
"fear crept in but it`s already been dismissed. now let me do this thing right, coz this time the feelings are there and it`s so different",Negative
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,Negative
"I am so bored, i really don`t know what to do!",Negative
 woot!! you go girl,Neutral
From twitterberry moved to ubertwitter - suffered from BB cache errors,Negative
 how poetic.. great going.. keep them coming,Positive
" thanks stephen, appreciate it",Positive
totally just got hit on by one of her bar guests! Ha ha...Yay me!,Neutral
  i hate when that happens. i hope you figure it out soon!,Neutral
 we`ll miss you! I`m sad I didn`t get to meet you,Negative
Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,Positive
Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,Positive
_twitz lol...hiiii yourself. Maybe lay off the patron and down a bottle of water!,Neutral
on my way homee  i love long car rides<3,Positive
tiiiired but i cant sleep,Negative
 you were greeeeeeaaaaatttttttt babe!! It was amazing!,Positive
Not well again   it`s definitely not hayfever,Negative
thinking about recent job opportunities and hoping to get one! and gettng ready for church,Positive
My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn`t want to drink.,Negative
" 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",Positive
So  is on SNL tonight! it`s going to be a HILARIOUS,Positive
got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend! <3,Negative
"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",Positive
I don`t want her to leave..,Neutral
http://twitpic.com/66xjl - An hour in the sun turned me into a blancmange. Sucks to be pale,Negative
 aww!  happy mother`s day to you too girlie! kingston is lucky to have such a great mommy!,Positive
 oh really  hopefully it was a good one. I just was trying to get your attention thats all,Positive
"  Let me check, Sirs",Neutral
Bout to knock out. Feelin a lil sick  peace y`all,Negative
"yay playing scattegories and being random with Joel, May & Sherman",Neutral
"@_CorruptedAngel my god, really! Really? 50? Christ",Neutral
http://twitpic.com/67ofz - ugh grosss,Negative
" if you can and know how, why not",Neutral
like wat do i do wat do i do.........HA i got it i`ll go 2 mushygushy...... so peace out twitter dudes i got a gushy gram 2 make,Neutral
 I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,Positive
 That was fantastic! Thank you,Positive
"_r One of mine is a potential winner I think, could be quite easy to code, but I might sit on it for now",Neutral
3-4 hours sleep last night  barely functioning,Negative
" Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I`d better get some rest",Positive
"I hear it`s a scorcher back home - all we`ve got here are clouds  Back in the studio, maybe if we`re lucky we might get 2 songs done 2day!",Neutral
 so technically....i havent really gotten out of bed. so i think you`re right and i`m gonna stay here!,Neutral
" Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",Negative
 NOPE.  It`s been years since it`s happened like this.,Neutral
"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing",Neutral
 see u Next Saturday With Mr ,Neutral
 I miss you terribly,Negative
 i`ll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.,Neutral
"_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer",Neutral
"I bought a Leica M8, charger arrived DOA. Called Leica,  got transferred around and left a VM.  atleast the RF isn`t misaligned...",Neutral
Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,Positive
 all of em! Hahahahaha sry,Neutral
got the twilight board game today  good old ebay..,Positive
"48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are",Positive
 i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j,Negative
"  I`ve run out of earl grey, so having lemon tea instead, then whb for me too",Negative
finally made it to the QC...happy mother`s day!  got my car!!,Positive
 now i`m done! good nite,Positive
  i have no one to watch it with! ma peeps  are actually focused on their finals already!,Negative
 Oh it`s been so long I can`t remember,Negative
Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,Positive
Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people,Neutral
Talking to Sarah and Lisa!,Neutral
tweeterizing from a mobile,Neutral
" Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",Positive
seagull hates me and im utterly depressed about it. i miss him.,Negative
I want to get super pretty  and i want a cig,Neutral
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,Positive
"omg, NO ICECREAM",Negative
Is going to school.  leave me stuff.,Neutral
Have to run! I`ll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.,Neutral
"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",Negative
Ive been passed out drunk for the passed couple of hours.  Good to go now,Neutral
    GRR! my stupid meebo is disconnecting me every 5 seconds,Negative
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,Positive
"Ooh, new Bonkers is out tomorrow, nearly forgot about that",Neutral
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",Positive
Im so tired and sick  i have to be better on Sunday so i can sing morning and night,Neutral
I love the video for Da Funk by Daft Punk,Positive
 How lovely,Positive
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,Positive
"happy mothers day mommy  i love you so much, dono what id do without you ??",Positive
Homework & Study Guides,Neutral
grrr hate when i make careless mistakes on docs i give to my partner,Negative
 At least he`s in breakthrough performance tho. I just wanted him nominated in his own category,Neutral
The 3d version of Up sold out   regular version it is!,Neutral
And it`s gone.,Neutral
_RuGGeD_MaN hi vishal,Neutral
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,Neutral
it`s friday but i have to work the weekend,Neutral
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",Positive
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",Positive
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",Positive
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,Negative
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,Positive
Sorry. Just think - 2.5 hrs till 2 days off!,Neutral
 I can`t. I`m on my iPod and it doesn`t have IM,Negative
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),Positive
grrrr youtube wont let me watch the  chat again,Negative
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,Negative
"Hour fifteen drive. Just left, bored and ate half my food already",Negative
contemplating getting my hair cut and having severe anxiety about it....,Negative
"i am seriously........ addicted to talking to people haha. but i love it so i don`t care. and you can`t tell me otherwise, jerk.",Neutral
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,Negative
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",Negative
i wish i could go to meet in the middle tomorrow.,Positive
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,Positive
"Lovin` , , & _Bailon SOOOO much right now!",Neutral
bye LA... I already miss you,Negative
 haha dork .. That sounds so yummy .. Share!,Positive
ahhh i think my legs are burnt  they hurt,Negative
 it`s trashy and sensationalist...so yes,Negative
 hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali`s da place 2 be,Neutral
Happy Star Wars Day,Positive
 Thanks For The Follow.,Positive
 http://twitpic.com/3ernb - Loving The Jumper,Positive
Oh fml its probs gunna be at shepards bush  i hate it there,Negative
" unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain`t over  just yet ;)",Neutral
 i wish we had sun lollies for me to get addicted  what flavour?,Positive
"I`m such a saddo, haha. But that actually makes me really happy. Warrens dead though",Neutral
 are you in need of another kiss attack??,Neutral
" hehe, I can almost hear out of my right ear now  Can you yet?",Positive
NKU - I can get that app after all!,Neutral
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",Positive
"_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!",Neutral
Tweetioi in class is a real problem  =Taylor=,Negative
 hey hunnie  how are u?? I miss talkin to u! Ty for the follow,Neutral
I think i`m broke again.  :\,Negative
http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...,Neutral
"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all",Neutral
has made a decision and will stick to it although I`m really not sure it`s the right one,Negative
Ahhhhh processing shipment  sooooooo much!!!!!,Neutral
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,Negative
my poor baby girl is poorly  x,Neutral
 Whooo Baby! Good luck,Positive
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",Positive
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",Negative
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,Negative
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,Negative
  is all mine  #twpp #shadez,Neutral
Writing an essay in college writing  so boring,Negative
Just heard good vibrations and i thought of Charlie dying on Lost,Neutral
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',Negative
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",Positive
 It`d be nice but soon we`ll have to Pay to Tweet,Neutral
 how do you win the trip to america? please reply xo,Neutral
 hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox,Neutral
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,Neutral
The sun is shining  Have a great day,Positive
Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,Neutral
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",Positive
 Your sweetie is very lucky too!  #liberty,Positive
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,Negative
" go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",Neutral
Attempting to sleep. My puppy is sick already,Negative
 i wanted to see that.  enjoy it!,Positive
hah.. finally got home...,Neutral
is sick in the doctors waiting room,Negative
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,Positive
 omg wow  I hope everything is ok now,Positive
"lazy day, staying off the foot as much as possible.",Neutral
#thingsmummysaid  You are the result of a broken condom.,Negative
" oh okay cool, i love the fast and the furious can`t wait to see the new one",Positive
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",Negative
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,Positive
spending some quality time with my fender tele deluxe...true love,Positive
hmm icecream for breakfast  #springtime,Neutral
Wishing I could have seen my nephew graduate from kindergarten!,Negative
 i (L u so much  See u at school todaay!,Positive
Britain`s got Torture - Edelcries...,Negative
  its suzi,Neutral
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,Positive
"_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",Neutral
perkinz..  idk wat after dat tho. maybe sum ****. lol,Neutral
  You`re silly.,Negative
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",Negative
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,Positive
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,Positive
Hi .. I have the net YAYY.. Im here for a short time though,Positive
Loving the sunshine! Wish poor Richie would feel better,Positive
and we`re in,Neutral
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,Negative
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",Negative
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",Negative
 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,Neutral
"Uh, happy mother`s day mum.",Positive
"_bebop that`s lame, sorry",Negative
 morning  how are you?,Neutral
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,Negative
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,Positive
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me Positive.",Positive
 oh noes I missed you again.,Negative
 i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day,Neutral
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,Positive
 Heard that your dad would be going here in September. Would you also come with him?,Neutral
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",Negative
 ???!  #MandarinMonday,Neutral
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",Negative
"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",Neutral
 i`ll teleport it straight to you,Neutral
59 may be my new FAV number!!!,Positive
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",Negative
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,Negative
 cool np. It`s got me working on a series of designs.,Positive
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,Negative
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,Negative
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",Negative
Oh it is so sunny.,Negative
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,Positive
Sunburn is really bad now. Regretting sitting in the sun without suncream now,Negative
I feel like I`m on alott of drugs,Negative
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,Neutral
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",Neutral
my throat hurts  gonna go read and go to bed. text mee!,Negative
watching old skool fall out boy vids,Neutral
 join the club.,Neutral
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,Positive
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,Neutral
" Ohhh, i really want to see Coraline, it seems really good",Positive
why is it so **** cold ??!,Negative
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,Neutral
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,Negative
 awee!,Neutral
 You WILL be succesful  Love You!,Positive
yeaaaah tangerang in vacation,Neutral
Yah me too,Neutral
I lost 15 dollars. I always lose my money,Neutral
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",Negative
 but it is a good one,Positive
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,Negative
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,Positive
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",Neutral
Got approximately 3 hours of sleep last night....I love my life,Positive
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,Negative
 we have mice in our attic who clog dance,Neutral
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,Neutral
 DUDE. same.  it hurts,Negative
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,Positive
fall down,Neutral
In Study Hall with Brittneyy!!,Neutral
_flo well thats not nice... hope ur all good now,Neutral
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,Negative
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,Positive
 http://twitpic.com/4jguu - wow that is pretty  x,Positive
 that`s great! i was never so good at the jump roping...,Neutral
 The cast of True Blood was there,Neutral
 morning you,Neutral
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,Positive
Working on something exciting... and I cannot tweet about it for several months,Neutral
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",Positive
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,Positive
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,Negative
 wat u doin my bad im mixin this song,Negative
 can I help in any way?,Positive
Signing out for the night - have a good Sunday night all,Positive
 I just got two tickets one for speeding and one for tinted windows,Neutral
@ Cleaning the house! going out at 3 to see a soccergame with friends,Neutral
And thanks for the gorgeous flowers.,Positive
It`s good to be home,Positive
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,Negative
i need to go out of office again.. i am melting..,Neutral
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,Neutral
http://twitpic.com/4wtii - new hair going to greeattt use!,Positive
Test another update... sorry for bothering all of u guys,Negative
Calling it a night .... talk to yall tomorrow,Neutral
  that sucks,Negative
Happy Mothers` Day to my mom and all the mothers in the world,Positive
i want to join drama practice today but i can`t,Neutral
#3breakupwords you have changed,Neutral
 oh ok  well im sendin lots of love ****,Positive
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",Positive
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",Neutral
 did she tell you why she hasnt? i miss my boge.,Negative
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,Positive
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,Positive
ok      Love you girls. but work beckons.  Will come back later for #twpp,Neutral
 ... sounds like Jeff has the best job in the world!,Positive
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,Negative
someone doesn`t feel good...,Negative
Good Morning people!!! Have a great day,Positive
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,Neutral
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,Negative
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",Positive
 in august with anberlin. they`re not headlining though  and yes there is a perth show,Neutral
Got some new clothes  and series one of supernatural on dvd,Neutral
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Neutral
I love Google`s Mothers day theme  http://tr.im/jtl8,Positive
_tha lol  congrats!,Positive
makin tea an its stressin me out,Negative
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",Positive
 thats terrible  I enjoy being with you every minute!,Neutral
 oh jealous. Though you`re missing the fried potato bread,Negative
"  How vile are people, they have to remove things that have a value",Negative
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,Negative
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,Neutral
 guess I missed out on more than beer and a good time,Negative
watching my favorite tv shows on HULU.com for free,Positive
So full from a great lunch and now stuck in traffic,Neutral
" well, as i mother & grandma i am a bit in a kidding mode",Positive
very very bad headache that is getting worse by the minute not better.,Negative
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,Negative
 but but it was funny when I wrote it,Positive
 Thanks. Busy as **** is good in my book.,Positive
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,Negative
 Thanks. Appreciate it.,Positive
Yay my ears match,Positive
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,Negative
wonders if anyone would care if she died tomorrow,Negative
 laundry instead of sitting here. that darn laundry keeps mocking me.,Negative
Unstable broadband and electricity taking toll on my mental stability.,Negative
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),Positive
nice weather..looks like its going to rain here in #Delhi.,Positive
My tweetdeck won`t pull up.,Neutral
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,Negative
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,Negative
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",Neutral
 Oooh you just spoiled my teenage fantasy,Negative
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",Positive
Yay! I just fixed my blog`s CSS problem that messed up the design,Neutral
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",Negative
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,Negative
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,Neutral
I`ll be grand....,Neutral
 I love my mom tooo,Positive
i had the best day ever! i missed him. more tomorrow too,Positive
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,Positive
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",Neutral
 ahhh I`m drinking some too!! And bride wars is really good,Positive
 im missin out on all the fun aww  *cryin* lol,Negative
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",Positive
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",Neutral
COTTIN WITH EMILYYYYYYYY,Neutral
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,Negative
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,Neutral
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,Neutral
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,Negative
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,Negative
Going to get a pedicure and the to CPK for lunch,Neutral
Why did everyone seem to leave me this weekend  ....sigh. In bed,Negative
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,Positive
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",Negative
At the bus stop there`s always a big pile of loogies. So. Gross.,Positive
 well keep me posted if it comes out fully thanks,Positive
happy Star Wars day,Positive
"Thanks all for coming out tonight, hope ya had fun!",Positive
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,Neutral
things are looking better and better! i think i might be quite happy,Positive
Had fun at the Airshow with the boys today - exhausted,Neutral
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,Negative
one of my cat`s is sick,Negative
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",Neutral
I can`t find my camera,Negative
i think that i`m the only 1 on!!!,Positive
is feelin it,Neutral
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",Positive
 rofl. room is too small to dance,Neutral
@_mmmichelle you`re in france?!?! cheri!,Neutral
 that made me cry  poor hollie ****,Negative
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",Neutral
really annoyed that work appear to have blocked facebook now...,Negative
Mothers Day,Neutral
_ PrintChick thx for sharen LUV IT,Positive
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),Neutral
Ha! I think I really have lost it. Time to get ready for work.,Negative
 hell yea its hot here  i miss cali,Negative
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,Positive
 you writing fanfic? me read!,Neutral
 I`m saving up for a three burner weber for next year,Neutral
  Thanks Mr. DJ!,Positive
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,Negative
" ohh sorry , thats someone else`s pic  my bad",Negative
" *hugs* Oh gosh, I`m sorry",Negative
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",Positive
 why do we need to wait another year for toy story 3?!,Neutral
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",Neutral
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,Positive
Biggest food fight/mosh pit ever and i miss it from across the school,Negative
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,Negative
#3wordsaftersex it hurts now,Negative
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",Positive
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,Positive
http://twitpic.com/4wi9p - playing with ethan. i love you baby,Positive
 how come? i want pizza,Neutral
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,Negative
"At every gas station, I look for postcards for   No luck.",Negative
ya i walked into the wall thats why i have a plaster on my neck,Neutral
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,Positive
"Guys will go see Constance 	 logically",Neutral
did not sleep a wink last night  X,Neutral
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,Neutral
ahh! big scary bug flying around my room!!!!!,Negative
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",Neutral
 Happy Anoop Day to you too Monica,Positive
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",Negative
Happy Mothers May to my Mak   Love you always! XOXO.,Positive
 i found out that there`s sushi with fake crab meat and it`s not good for you,Negative
is thinking about a career change,Neutral
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",Negative
 what sun?,Neutral
